pop,s.region,ms,id,rep,mom,year,surv,leaf.num,leaf.length,rack
C27,A.s,A,EH0019,23,EH0019,0,1,5,10,28
C27,A.s,A,EH0019,24,EH0019,0,1,10,29,28
C27,A.s,A,EH0019,25,EH0019,0,1,5,16,28
C27,A.s,A,EH0019,26,EH0019,0,1,11,19,29
C27,A.s,A,EH0019,27,EH0019,0,1,7,15,29
C27,A.s,A,EH0019,28,EH0019,0,1,3,8,29
C27,A.s,A,EH0019,31,EH0019,0,1,9,11,29
C27,A.s,A,EH0020,1,EH0020,0,1,7,15,31
C27,A.s,A,EH0020,2,EH0020,0,1,7,11,31
C27,A.s,A,EH0020,3,EH0020,0,1,4,13,31
C27,A.s,A,EH0020,4,EH0020,0,1,6,11,31
C27,A.s,A,EH0020,5,EH0020,0,1,10,20,39
C27,A.s,A,EH0020,6,EH0020,0,1,12,30,39
C27,A.s,A,EH0020,7,EH0020,0,1,4,8,39
C27,A.s,A,EH0020,8,EH0020,0,1,8,24,39
C27,A.s,A,EH0020,12,EH0020,0,1,6,14,2
C27,A.s,A,EH0020,13,EH0020,0,1,8,15,2
C27,A.s,A,EH0020,14,EH0020,0,1,4,6,2
C27,A.s,A,EH0020,16,EH0020,0,1,13,35,2
C27,A.s,A,EH0020,17,EH0020,0,1,5,12,14
C27,A.s,A,EH0020,18,EH0020,0,1,8,22,14
C27,A.s,A,EH0020,19,EH0020,0,1,9,21,14
C27,A.s,A,EH0020,20,EH0020,0,1,7,20,14
C27,A.s,A,EH0020,21,EH0020,0,1,9,23,16
C27,A.s,A,EH0020,22,EH0020,0,1,6,13,16
C27,A.s,A,EH0020,23,EH0020,0,1,6,17,16
C27,A.s,A,EH0020,24,EH0020,0,1,6,14,16
C27,A.s,A,EH0020,25,EH0020,0,1,7,15,23
C27,A.s,A,EH0020,26,EH0020,0,1,8,22,23
C27,A.s,A,EH0020,27,EH0020,0,1,13,32,23
C27,A.s,A,EH0020,28,EH0020,0,1,16,23,23
C27,A.s,A,EH0020,29,EH0020,0,1,10,26,25
C27,A.s,A,EH0020,30,EH0020,0,1,13,33,25
C27,A.s,A,EH0020,31,EH0020,0,1,4,5,25
C27,A.s,A,EH0020,32,EH0020,0,1,14,32,25
C27,A.s,A,EH0024,1,EH0024,0,1,10,26,32
C27,A.s,A,EH0024,2,EH0024,0,1,11,15,32
C27,A.s,A,EH0024,3,EH0024,0,1,4,8,32
C27,A.s,A,EH0024,4,EH0024,0,1,6,16,32
C27,A.s,A,EH0024,6,EH0024,0,1,6,14,33
C27,A.s,A,EH0024,7,EH0024,0,1,9,17,33
C27,A.s,A,EH0024,8,EH0024,0,1,4,13,33
C27,A.s,A,EH0024,12,EH0024,0,1,7,15,33
C27,A.s,A,EH0024,13,EH0024,0,1,8,24,37
C27,A.s,A,EH0024,14,EH0024,0,1,8,28,37
C27,A.s,A,EH0024,15,EH0024,0,1,9,25,37
C27,A.s,A,EH0024,16,EH0024,0,1,9,20,37
C27,A.s,A,EH0024,17,EH0024,0,1,8,20,4
C27,A.s,A,EH0024,18,EH0024,0,1,4,9,4
C27,A.s,A,EH0024,19,EH0024,0,1,6,15,4
C27,A.s,A,EH0024,21,EH0024,0,1,9,19,4
C27,A.s,A,EH0024,22,EH0024,0,1,14,3,6
C27,A.s,A,EH0024,25,EH0024,0,1,7,16,6
C27,A.s,A,EH0024,26,EH0024,0,1,7,23,6
C27,A.s,A,EH0024,27,EH0024,0,1,7,14,6
C27,A.s,A,EH0024,28,EH0024,0,1,6,12,9
C27,A.s,A,EH0024,29,EH0024,0,1,5,16,9
C27,A.s,A,EH0024,30,EH0024,0,1,21,6,9
C27,A.s,A,EH0024,32,EH0024,0,1,4,10,9
C27,A.s,A,EH0026,1,EH0026,0,1,5,11,11
C27,A.s,A,EH0026,2,EH0026,0,1,7,18,11
C27,A.s,A,EH0026,3,EH0026,0,1,7,19,11
C27,A.s,A,EH0026,4,EH0026,0,1,8,19,11
C27,A.s,A,EH0026,5,EH0026,0,1,7,18,13
C27,A.s,A,EH0026,6,EH0026,0,1,4,10,13
C27,A.s,A,EH0026,7,EH0026,0,1,7,13,13
C27,A.s,A,EH0026,8,EH0026,0,1,9,23,13
C27,A.s,A,EH0026,12,EH0026,0,1,6,19,17
C27,A.s,A,EH0026,15,EH0026,0,1,7,18,17
C27,A.s,A,EH0026,16,EH0026,0,1,4,6,17
C27,A.s,A,EH0026,17,EH0026,0,1,6,18,17
C27,A.s,A,EH0026,18,EH0026,0,1,5,8,31
C27,A.s,A,EH0026,19,EH0026,0,1,6,16,31
C27,A.s,A,EH0026,20,EH0026,0,1,7,24,31
C27,A.s,A,EH0026,21,EH0026,0,1,11,25,31
C27,A.s,A,EH0026,22,EH0026,0,1,11,30,37
C27,A.s,A,EH0026,23,EH0026,0,1,10,26,37
C27,A.s,A,EH0026,24,EH0026,0,1,10,26,37
C27,A.s,A,EH0026,26,EH0026,0,1,4,5,37
C27,A.s,A,EH0026,28,EH0026,0,1,4,8,5
C27,A.s,A,EH0026,29,EH0026,0,1,8,18,5
C27,A.s,A,EH0026,30,EH0026,0,1,8,21,5
C27,A.s,A,EH0026,31,EH0026,0,1,11,22,5
C27,A.s,A,EH0029,2,EH0029,0,1,4,9,12
C27,A.s,A,EH0029,3,EH0029,0,1,6,15,12
C27,A.s,A,EH0029,5,EH0029,0,1,12,30,12
C27,A.s,A,EH0029,7,EH0029,0,1,10,27,12
C27,A.s,A,EH0029,9,EH0029,0,1,14,17,16
C27,A.s,A,EH0029,10,EH0029,0,1,4,5,16
C27,A.s,A,EH0029,11,EH0029,0,1,14,25,16
C27,A.s,A,EH0029,12,EH0029,0,1,17,32,16
C27,A.s,A,EH0029,14,EH0029,0,1,6,20,20
C27,A.s,A,EH0029,15,EH0029,0,1,9,19,20
C27,A.s,A,EH0029,16,EH0029,0,1,10,21,20
C27,A.s,A,EH0029,17,EH0029,0,1,5,8,20
C27,A.s,A,EH0029,18,EH0029,0,1,8,15,28
C27,A.s,A,EH0029,19,EH0029,0,1,8,16,28
C27,A.s,A,EH0029,20,EH0029,0,1,8,19,28
C27,A.s,A,EH0029,21,EH0029,0,1,4,7,28
C27,A.s,A,EH0029,27,EH0029,0,1,8,15,43
C27,A.s,A,EH0029,28,EH0029,0,1,5,13,43
C27,A.s,A,EH0029,31,EH0029,0,1,7,15,43
C27,A.s,A,EH0029,32,EH0029,0,1,6,20,43
C86,A.s,A,EH0053,2,EH0053,0,1,4,7,44
C86,A.s,A,EH0053,3,EH0053,0,1,7,15,44
C86,A.s,A,EH0053,4,EH0053,0,1,8,13,44
C86,A.s,A,EH0053,5,EH0053,0,1,5,16,44
C86,A.s,A,EH0053,6,EH0053,0,1,10,18,44
C86,A.s,A,EH0053,7,EH0053,0,1,11,30,44
C86,A.s,A,EH0053,8,EH0053,0,1,12,25,44
C86,A.s,A,EH0053,9,EH0053,0,1,4,10,44
C86,A.s,A,EH0053,10,EH0053,0,1,3,10,5
C86,A.s,A,EH0053,11,EH0053,0,1,6,12,5
C86,A.s,A,EH0053,12,EH0053,0,1,8,18,5
C86,A.s,A,EH0053,13,EH0053,0,1,14,33,5
C86,A.s,A,EH0053,14,EH0053,0,1,7,21,21
C86,A.s,A,EH0053,16,EH0053,0,1,6,19,21
C86,A.s,A,EH0053,17,EH0053,0,1,7,12,21
C86,A.s,A,EH0053,18,EH0053,0,1,14,30,21
C86,A.s,A,EH0053,19,EH0053,0,1,14,25,22
C86,A.s,A,EH0053,20,EH0053,0,1,9,17,22
C86,A.s,A,EH0053,21,EH0053,0,1,4,10,22
C86,A.s,A,EH0053,22,EH0053,0,1,14,35,22
C86,A.s,A,EH0053,23,EH0053,0,1,5,11,23
C86,A.s,A,EH0053,24,EH0053,0,1,13,34,23
C86,A.s,A,EH0053,25,EH0053,0,1,8,24,23
C86,A.s,A,EH0053,26,EH0053,0,1,6,21,23
C86,A.s,A,EH0053,27,EH0053,0,1,8,18,30
C86,A.s,A,EH0053,28,EH0053,0,1,5,12,30
C86,A.s,A,EH0053,31,EH0053,0,1,7,10,30
C86,A.s,A,EH0053,32,EH0053,0,1,9,21,30
C86,A.s,A,EH0054,1,EH0054,0,1,7,20,37
C86,A.s,A,EH0054,4,EH0054,0,1,6,15,37
C86,A.s,A,EH0054,5,EH0054,0,1,10,16,37
C86,A.s,A,EH0054,6,EH0054,0,1,5,13,37
C86,A.s,A,EH0054,7,EH0054,0,1,4,15,38
C86,A.s,A,EH0054,8,EH0054,0,1,14,25,38
C86,A.s,A,EH0054,9,EH0054,0,1,7,18,38
C86,A.s,A,EH0054,11,EH0054,0,1,8,21,38
C86,A.s,A,EH0054,12,EH0054,0,1,8,20,42
C86,A.s,A,EH0054,13,EH0054,0,1,3,8,42
C86,A.s,A,EH0054,16,EH0054,0,1,9,10,42
C86,A.s,A,EH0054,17,EH0054,0,1,4,10,42
C86,A.s,A,EH0054,18,EH0054,0,1,5,12,5
C86,A.s,A,EH0054,19,EH0054,0,1,4,4,5
C86,A.s,A,EH0054,20,EH0054,0,1,4,14,5
C86,A.s,A,EH0054,21,EH0054,0,1,4,13,5
C86,A.s,A,EH0054,22,EH0054,0,1,5,6,9
C86,A.s,A,EH0054,28,EH0054,0,1,6,12,9
C86,A.s,A,EH0054,29,EH0054,0,1,8,18,9
C86,A.s,A,EH0054,31,EH0054,0,1,4,4,9
C86,A.s,A,EH0057,1,EH0057,0,1,8,21,10
C86,A.s,A,EH0057,2,EH0057,0,1,6,11,10
C86,A.s,A,EH0057,3,EH0057,0,1,6,20,10
C86,A.s,A,EH0057,4,EH0057,0,1,14,29,10
C86,A.s,A,EH0057,5,EH0057,0,1,14,35,12
C86,A.s,A,EH0057,6,EH0057,0,1,6,11,12
C86,A.s,A,EH0057,7,EH0057,0,1,10,25,12
C86,A.s,A,EH0057,8,EH0057,0,1,5,10,12
C86,A.s,A,EH0057,9,EH0057,0,1,4,9,12
C86,A.s,A,EH0057,10,EH0057,0,1,5,19,12
C86,A.s,A,EH0057,12,EH0057,0,1,4,9,12
C86,A.s,A,EH0057,13,EH0057,0,1,11,29,12
C86,A.s,A,EH0057,15,EH0057,0,1,8,24,32
C86,A.s,A,EH0057,17,EH0057,0,1,6,21,32
C86,A.s,A,EH0057,18,EH0057,0,1,5,13,32
C86,A.s,A,EH0057,19,EH0057,0,1,10,16,32
C86,A.s,A,EH0057,21,EH0057,0,1,11,34,37
C86,A.s,A,EH0057,22,EH0057,0,1,7,18,37
C86,A.s,A,EH0057,25,EH0057,0,1,5,15,37
C86,A.s,A,EH0057,26,EH0057,0,1,6,19,37
C86,A.s,A,EH0057,27,EH0057,0,1,3,6,38
C86,A.s,A,EH0057,28,EH0057,0,1,6,17,38
C86,A.s,A,EH0057,29,EH0057,0,1,3,6,38
C86,A.s,A,EH0057,31,EH0057,0,1,3,5,38
C86,A.s,A,EH0058,1,EH0058,0,1,5,15,4
C86,A.s,A,EH0058,5,EH0058,0,1,16,25,4
C86,A.s,A,EH0058,6,EH0058,0,1,9,25,4
C86,A.s,A,EH0058,10,EH0058,0,1,5,16,4
C86,A.s,A,EH0058,17,EH0058,0,1,6,10,15
C86,A.s,A,EH0058,20,EH0058,0,1,4,16,15
C86,A.s,A,EH0058,21,EH0058,0,1,4,11,15
C86,A.s,A,EH0058,22,EH0058,0,1,6,17,15
C86,A.s,A,EH0058,23,EH0058,0,1,4,9,20
C86,A.s,A,EH0058,29,EH0058,0,1,6,19,20
C86,A.s,A,EH0058,30,EH0058,0,1,3,9,20
C86,A.s,A,EH0058,31,EH0058,0,1,4,9,20
C86,A.s,A,EH0060,1,EH0060,0,1,5,14,42
C86,A.s,A,EH0060,2,EH0060,0,1,5,18,42
C86,A.s,A,EH0060,3,EH0060,0,1,5,12,42
C86,A.s,A,EH0060,4,EH0060,0,1,5,12,42
C86,A.s,A,EH0060,5,EH0060,0,1,4,7,43
C86,A.s,A,EH0060,6,EH0060,0,1,5,11,43
C86,A.s,A,EH0060,7,EH0060,0,1,4,11,43
C86,A.s,A,EH0060,9,EH0060,0,1,6,15,43
C86,A.s,A,EH0060,10,EH0060,0,1,3,5,43
C86,A.s,A,EH0060,11,EH0060,0,1,3,4,43
C86,A.s,A,EH0060,12,EH0060,0,1,13,31,43
C86,A.s,A,EH0060,13,EH0060,0,1,4,15,43
C86,A.s,A,EH0060,14,EH0060,0,1,4,6,43
C86,A.s,A,EH0060,15,EH0060,0,1,4,8,43
C86,A.s,A,EH0060,16,EH0060,0,1,5,7,43
C86,A.s,A,EH0060,17,EH0060,0,1,3,7,43
C86,A.s,A,EH0060,18,EH0060,0,1,8,19,43
C86,A.s,A,EH0060,19,EH0060,0,1,7,17,43
C86,A.s,A,EH0060,20,EH0060,0,1,10,26,43
C86,A.s,A,EH0060,22,EH0060,0,1,7,20,43
C86,A.s,A,EH0060,23,EH0060,0,1,6,16,3
C86,A.s,A,EH0060,24,EH0060,0,1,6,15,3
C86,A.s,A,EH0060,26,EH0060,0,1,5,15,3
C86,A.s,A,EH0060,27,EH0060,0,1,8,21,3
C86,A.s,A,EH0060,28,EH0060,0,1,8,11,8
C86,A.s,A,EH0060,29,EH0060,0,1,2,7,8
C86,A.s,A,EH0060,31,EH0060,0,1,3,6,8
C86,A.s,A,EH0060,32,EH0060,0,1,3,4,8
C86,A.s,A,EH0061,1,EH0061,0,1,6,17,19
C86,A.s,A,EH0061,2,EH0061,0,1,8,23,19
C86,A.s,A,EH0061,3,EH0061,0,1,8,18,19
C86,A.s,A,EH0061,4,EH0061,0,1,11,29,19
C86,A.s,A,EH0061,5,EH0061,0,1,14,30,24
C86,A.s,A,EH0061,6,EH0061,0,1,12,29,24
C86,A.s,A,EH0061,7,EH0061,0,1,13,30,24
C86,A.s,A,EH0061,8,EH0061,0,1,7,10,24
C86,A.s,A,EH0061,9,EH0061,0,1,5,15,35
C86,A.s,A,EH0061,10,EH0061,0,1,3,8,35
C86,A.s,A,EH0061,11,EH0061,0,1,6,19,35
C86,A.s,A,EH0061,12,EH0061,0,1,7,18,35
C86,A.s,A,EH0061,14,EH0061,0,1,4,13,38
C86,A.s,A,EH0061,15,EH0061,0,1,9,18,38
C86,A.s,A,EH0061,16,EH0061,0,1,4,10,38
C86,A.s,A,EH0061,17,EH0061,0,1,4,16,38
C86,A.s,A,EH0061,18,EH0061,0,1,5,11,43
C86,A.s,A,EH0061,19,EH0061,0,1,10,21,43
C86,A.s,A,EH0061,20,EH0061,0,1,5,13,43
C86,A.s,A,EH0061,21,EH0061,0,1,10,25,43
C86,A.s,A,EH0061,25,EH0061,0,1,4,10,43
C86,A.s,A,EH0061,26,EH0061,0,1,2,3,43
C86,A.s,A,EH0061,27,EH0061,0,1,4,13,43
C86,A.s,A,EH0061,28,EH0061,0,1,3,5,43
C86,A.s,A,EH0061,29,EH0061,0,1,7,21,1
C86,A.s,A,EH0061,30,EH0061,0,1,8,19,1
C86,A.s,A,EH0061,31,EH0061,0,1,12,31,1
C86,A.s,A,EH0062,1,EH0062,0,1,6,20,1
C86,A.s,A,EH0062,2,EH0062,0,1,11,21,10
C86,A.s,A,EH0062,3,EH0062,0,1,16,27,10
C86,A.s,A,EH0062,4,EH0062,0,1,12,34,10
C86,A.s,A,EH0062,6,EH0062,0,1,5,18,10
C86,A.s,A,EH0062,7,EH0062,0,1,6,19,26
C86,A.s,A,EH0062,8,EH0062,0,1,6,17,26
C86,A.s,A,EH0062,10,EH0062,0,1,6,18,26
C86,A.s,A,EH0062,12,EH0062,0,1,9,20,26
C86,A.s,A,EH0062,13,EH0062,0,1,4,7,31
C86,A.s,A,EH0062,16,EH0062,0,1,5,13,31
C86,A.s,A,EH0062,17,EH0062,0,1,5,10,31
C86,A.s,A,EH0062,18,EH0062,0,1,6,10,31
C86,A.s,A,EH0062,19,EH0062,0,1,3,7,36
C86,A.s,A,EH0062,20,EH0062,0,1,8,13,36
C86,A.s,A,EH0062,21,EH0062,0,1,5,11,36
C86,A.s,A,EH0062,22,EH0062,0,1,12,30,36
C86,A.s,A,EH0062,23,EH0062,0,1,8,15,36
C86,A.s,A,EH0062,24,EH0062,0,1,12,31,36
C86,A.s,A,EH0062,26,EH0062,0,1,9,19,36
C86,A.s,A,EH0062,27,EH0062,0,1,3,4,36
C86,A.s,A,EH0062,28,EH0062,0,1,8,19,40
C86,A.s,A,EH0062,31,EH0062,0,1,3,6,40
C86,A.s,A,EH0062,32,EH0062,0,1,4,6,40
C86,A.s,A,EH0064,1,EH0064,0,1,5,11,40
C86,A.s,A,EH0064,2,EH0064,0,1,6,16,42
C86,A.s,A,EH0064,3,EH0064,0,1,5,15,42
C86,A.s,A,EH0064,4,EH0064,0,1,5,15,42
C86,A.s,A,EH0064,5,EH0064,0,1,8,20,42
C86,A.s,A,EH0064,6,EH0064,0,1,5,14,1
C86,A.s,A,EH0064,7,EH0064,0,1,3,6,1
C86,A.s,A,EH0064,8,EH0064,0,1,6,18,1
C86,A.s,A,EH0064,9,EH0064,0,1,14,29,1
C86,A.s,A,EH0064,10,EH0064,0,1,4,6,10
C86,A.s,A,EH0064,12,EH0064,0,1,3,6,10
C86,A.s,A,EH0064,13,EH0064,0,1,5,11,10
C86,A.s,A,EH0064,14,EH0064,0,1,8,12,10
C86,A.s,A,EH0064,15,EH0064,0,1,5,20,20
C86,A.s,A,EH0064,16,EH0064,0,1,7,15,20
C86,A.s,A,EH0064,17,EH0064,0,1,10,20,20
C86,A.s,A,EH0064,18,EH0064,0,1,4,3,20
C86,A.s,A,EH0064,19,EH0064,0,1,8,21,21
C86,A.s,A,EH0064,20,EH0064,0,1,10,22,21
C86,A.s,A,EH0064,21,EH0064,0,1,11,20,21
C86,A.s,A,EH0064,22,EH0064,0,1,7,18,21
C86,A.s,A,EH0064,23,EH0064,0,1,6,13,29
C86,A.s,A,EH0064,24,EH0064,0,1,9,14,29
C86,A.s,A,EH0064,25,EH0064,0,1,8,26,29
C86,A.s,A,EH0064,27,EH0064,0,1,6,17,29
C86,A.s,A,EH0064,29,EH0064,0,1,4,10,32
C86,A.s,A,EH0064,30,EH0064,0,1,9,18,32
C86,A.s,A,EH0064,31,EH0064,0,1,2,4,32
C86,A.s,A,EH0066,1,EH0066,0,1,10,17,32
C86,A.s,A,EH0066,2,EH0066,0,1,9,22,36
C86,A.s,A,EH0066,3,EH0066,0,1,9,25,36
C86,A.s,A,EH0066,4,EH0066,0,1,7,16,36
C86,A.s,A,EH0066,6,EH0066,0,1,5,15,36
C86,A.s,A,EH0066,7,EH0066,0,1,11,29,42
C86,A.s,A,EH0066,8,EH0066,0,1,7,18,42
C86,A.s,A,EH0066,9,EH0066,0,1,3,10,42
C86,A.s,A,EH0066,10,EH0066,0,1,4,11,42
C86,A.s,A,EH0066,11,EH0066,0,1,10,25,3
C86,A.s,A,EH0066,13,EH0066,0,1,8,15,3
C86,A.s,A,EH0066,14,EH0066,0,1,4,12,3
C86,A.s,A,EH0066,15,EH0066,0,1,5,12,3
C86,A.s,A,EH0066,16,EH0066,0,1,4,5,6
C86,A.s,A,EH0066,17,EH0066,0,1,4,10,6
C86,A.s,A,EH0066,18,EH0066,0,1,5,15,6
C86,A.s,A,EH0066,19,EH0066,0,1,6,19,6
C86,A.s,A,EH0066,20,EH0066,0,1,2,2,15
C86,A.s,A,EH0066,21,EH0066,0,1,10,26,15
C86,A.s,A,EH0066,23,EH0066,0,1,10,31,15
C86,A.s,A,EH0066,24,EH0066,0,1,5,10,15
C86,A.s,A,EH0066,25,EH0066,0,1,4,7,19
C86,A.s,A,EH0066,26,EH0066,0,1,4,17,19
C86,A.s,A,EH0066,27,EH0066,0,1,6,15,19
C86,A.s,A,EH0066,28,EH0066,0,1,3,11,19
C86,A.s,A,EH0066,30,EH0066,0,1,10,20,23
C86,A.s,A,EH0066,31,EH0066,0,1,11,26,23
C86,A.s,A,EH0066,32,EH0066,0,1,4,10,23
C86,A.s,A,EH0069,1,EH0069,0,1,5,8,23
C86,A.s,A,EH0069,3,EH0069,0,1,5,15,24
C86,A.s,A,EH0069,6,EH0069,0,1,11,14,24
C86,A.s,A,EH0069,7,EH0069,0,1,12,10,24
C86,A.s,A,EH0069,8,EH0069,0,1,9,11,24
C86,A.s,A,EH0069,9,EH0069,0,1,10,32,32
C86,A.s,A,EH0069,11,EH0069,0,1,7,22,32
C86,A.s,A,EH0069,13,EH0069,0,1,3,6,32
C86,A.s,A,EH0069,17,EH0069,0,1,8,13,32
C86,A.s,A,EH0069,18,EH0069,0,1,6,15,43
C86,A.s,A,EH0069,19,EH0069,0,1,9,25,43
C86,A.s,A,EH0069,21,EH0069,0,1,5,8,43
C86,A.s,A,EH0069,22,EH0069,0,1,5,10,43
C86,A.s,A,EH0069,23,EH0069,0,1,2,2,4
C86,A.s,A,EH0069,26,EH0069,0,1,10,20,4
C86,A.s,A,EH0069,27,EH0069,0,1,14,32,4
C86,A.s,A,EH0069,28,EH0069,0,1,11,27,4
C86,A.s,A,EH0069,29,EH0069,0,1,5,11,13
C86,A.s,A,EH0072,2,EH0072,0,1,6,12,13
C86,A.s,A,EH0072,3,EH0072,0,1,4,11,13
C86,A.s,A,EH0072,4,EH0072,0,1,8,19,13
C86,A.s,A,EH0072,5,EH0072,0,1,8,20,14
C86,A.s,A,EH0072,10,EH0072,0,1,6,17,14
C86,A.s,A,EH0072,11,EH0072,0,1,8,11,14
C86,A.s,A,EH0072,16,EH0072,0,1,4,10,14
C86,A.s,A,EH0072,18,EH0072,0,1,5,14,25
C86,A.s,A,EH0072,20,EH0072,0,1,12,20,25
C86,A.s,A,EH0072,23,EH0072,0,1,12,25,25
C86,A.s,A,EH0072,24,EH0072,0,1,5,10,25
C86,A.s,A,EH0072,26,EH0072,0,1,3,7,30
C86,A.s,A,EH0072,27,EH0072,0,1,6,10,30
C86,A.s,A,EH0072,28,EH0072,0,1,14,21,30
C86,A.s,A,EH0072,29,EH0072,0,1,3,4,30
C86,A.s,A,EH0072,30,EH0072,0,1,3,10,31
C85,A.s,A,EH0073,2,EH0073,0,1,6,13,31
C85,A.s,A,EH0073,3,EH0073,0,1,4,4,31
C85,A.s,A,EH0073,4,EH0073,0,1,6,17,31
C85,A.s,A,EH0073,6,EH0073,0,1,9,21,35
C85,A.s,A,EH0073,7,EH0073,0,1,6,14,35
C85,A.s,A,EH0073,8,EH0073,0,1,5,16,35
C85,A.s,A,EH0073,9,EH0073,0,1,7,20,35
C85,A.s,A,EH0073,13,EH0073,0,1,9,15,42
C85,A.s,A,EH0073,14,EH0073,0,1,12,35,42
C85,A.s,A,EH0073,17,EH0073,0,1,6,17,42
C85,A.s,A,EH0073,18,EH0073,0,1,6,16,42
C85,A.s,A,EH0073,21,EH0073,0,1,6,15,1
C85,A.s,A,EH0073,22,EH0073,0,1,16,11,1
C85,A.s,A,EH0073,23,EH0073,0,1,11,33,1
C85,A.s,A,EH0073,24,EH0073,0,1,11,27,1
C85,A.s,A,EH0073,25,EH0073,0,1,3,8,10
C85,A.s,A,EH0073,27,EH0073,0,1,4,8,10
C85,A.s,A,EH0073,28,EH0073,0,1,3,6,10
C85,A.s,A,EH0073,29,EH0073,0,1,11,32,10
C85,A.s,A,EH0074,1,EH0074,0,1,7,15,15
C85,A.s,A,EH0074,3,EH0074,0,1,7,19,15
C85,A.s,A,EH0074,4,EH0074,0,1,11,28,15
C85,A.s,A,EH0074,5,EH0074,0,1,9,29,15
C85,A.s,A,EH0074,6,EH0074,0,1,4,9,15
C85,A.s,A,EH0074,7,EH0074,0,1,6,15,15
C85,A.s,A,EH0074,10,EH0074,0,1,6,16,15
C85,A.s,A,EH0074,11,EH0074,0,1,5,14,15
C85,A.s,A,EH0074,17,EH0074,0,1,12,33,19
C85,A.s,A,EH0074,18,EH0074,0,1,7,23,19
C85,A.s,A,EH0074,19,EH0074,0,1,6,21,19
C85,A.s,A,EH0074,20,EH0074,0,1,9,17,19
C85,A.s,A,EH0074,21,EH0074,0,1,4,11,21
C85,A.s,A,EH0074,22,EH0074,0,1,5,17,21
C85,A.s,A,EH0074,23,EH0074,0,1,10,16,21
C85,A.s,A,EH0074,27,EH0074,0,1,5,19,21
C85,A.s,A,EH0074,28,EH0074,0,1,5,12,24
C85,A.s,A,EH0074,29,EH0074,0,1,8,26,24
C85,A.s,A,EH0074,30,EH0074,0,1,5,13,24
C85,A.s,A,EH0074,31,EH0074,0,1,4,6,24
C85,A.s,A,EH0074,32,EH0074,0,1,12,25,42
C85,A.s,A,EH0077,1,EH0077,0,1,10,24,42
C85,A.s,A,EH0077,2,EH0077,0,1,4,8,42
C85,A.s,A,EH0077,3,EH0077,0,1,6,20,42
C85,A.s,A,EH0077,4,EH0077,0,1,8,13,5
C85,A.s,A,EH0077,5,EH0077,0,1,7,24,5
C85,A.s,A,EH0077,6,EH0077,0,1,4,10,5
C85,A.s,A,EH0077,8,EH0077,0,1,7,17,5
C85,A.s,A,EH0077,9,EH0077,0,1,6,16,9
C85,A.s,A,EH0077,10,EH0077,0,1,5,9,9
C85,A.s,A,EH0077,11,EH0077,0,1,4,8,9
C85,A.s,A,EH0077,13,EH0077,0,1,5,14,9
C85,A.s,A,EH0077,14,EH0077,0,1,6,13,10
C85,A.s,A,EH0077,15,EH0077,0,1,6,18,10
C85,A.s,A,EH0077,16,EH0077,0,1,7,20,10
C85,A.s,A,EH0077,17,EH0077,0,1,5,12,10
C85,A.s,A,EH0077,18,EH0077,0,1,4,16,11
C85,A.s,A,EH0077,19,EH0077,0,1,4,16,11
C85,A.s,A,EH0077,20,EH0077,0,1,5,15,11
C85,A.s,A,EH0077,21,EH0077,0,1,9,23,11
C85,A.s,A,EH0077,22,EH0077,0,1,4,14,19
C85,A.s,A,EH0077,23,EH0077,0,1,4,5,19
C85,A.s,A,EH0077,25,EH0077,0,1,4,11,19
C85,A.s,A,EH0077,26,EH0077,0,1,4,9,19
C85,A.s,A,EH0077,28,EH0077,0,1,4,5,20
C85,A.s,A,EH0077,29,EH0077,0,1,4,15,20
C85,A.s,A,EH0077,30,EH0077,0,1,3,11,20
C85,A.s,A,EH0077,32,EH0077,0,1,4,13,20
C85,A.s,A,EH0079,1,EH0079,0,1,13,39,26
C85,A.s,A,EH0079,2,EH0079,0,1,13,31,26
C85,A.s,A,EH0079,3,EH0079,0,1,6,19,26
C85,A.s,A,EH0079,4,EH0079,0,1,5,16,26
C85,A.s,A,EH0079,5,EH0079,0,1,7,14,41
C85,A.s,A,EH0079,6,EH0079,0,1,5,10,41
C85,A.s,A,EH0079,7,EH0079,0,1,7,19,41
C85,A.s,A,EH0079,8,EH0079,0,1,7,21,41
C85,A.s,A,EH0079,9,EH0079,0,1,10,25,2
C85,A.s,A,EH0079,10,EH0079,0,1,8,29,2
C85,A.s,A,EH0079,11,EH0079,0,1,7,15,2
C85,A.s,A,EH0079,13,EH0079,0,1,12,25,2
C85,A.s,A,EH0079,17,EH0079,0,1,5,9,6
C85,A.s,A,EH0079,18,EH0079,0,1,5,10,6
C85,A.s,A,EH0079,19,EH0079,0,1,6,13,6
C85,A.s,A,EH0079,20,EH0079,0,1,10,26,6
C85,A.s,A,EH0079,22,EH0079,0,1,4,8,7
C85,A.s,A,EH0079,23,EH0079,0,1,7,22,7
C85,A.s,A,EH0079,24,EH0079,0,1,6,18,7
C85,A.s,A,EH0079,25,EH0079,0,1,3,14,7
C85,A.s,A,EH0079,26,EH0079,0,1,5,19,28
C85,A.s,A,EH0079,27,EH0079,0,1,6,15,28
C85,A.s,A,EH0079,28,EH0079,0,1,6,16,28
C85,A.s,A,EH0079,31,EH0079,0,1,7,23,28
C85,A.s,A,EH0085,1,EH0085,0,1,6,11,32
C85,A.s,A,EH0085,5,EH0085,0,1,9,21,32
C85,A.s,A,EH0085,6,EH0085,0,1,7,15,32
