pop,ms,s.region,mom,rep,id,A.D.NA,surv,surv.to.seedling,rack
B46,S,S.s,AW0016,12,AW0016.12,A,1,1,20
B46,S,S.s,AW0016,13,AW0016.13,NA,NA,0,29
B46,S,S.s,AW0016,14,AW0016.14,NA,NA,0,29
B46,S,S.s,AW0016,15,AW0016.15,A,1,1,29
B46,S,S.s,AW0016,16,AW0016.16,A,1,1,29
B46,S,S.s,AW0016,17,AW0016.17,A,1,1,36
B46,S,S.s,AW0016,18,AW0016.18,A,1,1,36
B46,S,S.s,AW0016,19,AW0016.19,NA,NA,0,36
B46,S,S.s,AW0016,20,AW0016.20,NA,NA,0,36
B46,S,S.s,AW0016,21,AW0016.21,A,1,1,38
B46,S,S.s,AW0016,22,AW0016.22,A,1,1,38
B46,S,S.s,AW0016,23,AW0016.23,A,1,1,38
B46,S,S.s,AW0016,24,AW0016.24,A,1,1,38
B46,S,S.s,AW0016,25,AW0016.25,A,1,1,38
B46,S,S.s,AW0016,26,AW0016.26,A,1,1,38
B46,S,S.s,AW0016,27,AW0016.27,A,1,1,38
B46,S,S.s,AW0016,28,AW0016.28,A,1,1,38
B46,S,S.s,AW0016,29,AW0016.29,A,1,1,42
B46,S,S.s,AW0016,30,AW0016.30,A,1,1,42
B46,S,S.s,AW0016,31,AW0016.31,NA,NA,0,42
B46,S,S.s,AW0016,32,AW0016.32,A,1,1,42
B46,S,S.s,AW0019,1,AW0019.1,A,1,1,4
B46,S,S.s,AW0019,2,AW0019.2,A,1,1,4
B46,S,S.s,AW0019,3,AW0019.3,A,1,1,4
B46,S,S.s,AW0019,4,AW0019.4,A,1,1,4
B46,S,S.s,AW0019,5,AW0019.5,A,1,1,7
B46,S,S.s,AW0019,6,AW0019.6,A,1,1,7
B46,S,S.s,AW0019,7,AW0019.7,A,1,1,7
B46,S,S.s,AW0019,8,AW0019.8,A,1,1,7
B46,S,S.s,AW0019,9,AW0019.9,A,1,1,17
B46,S,S.s,AW0019,10,AW0019.10,NA,NA,0,17
B46,S,S.s,AW0019,11,AW0019.11,NA,NA,0,17
B46,S,S.s,AW0019,12,AW0019.12,D,0,0,17
B46,S,S.s,AW0019,13,AW0019.13,A,1,1,17
B46,S,S.s,AW0019,14,AW0019.14,A,1,1,17
B46,S,S.s,AW0019,15,AW0019.15,NA,NA,0,17
B46,S,S.s,AW0019,16,AW0019.16,NA,NA,0,17
B46,S,S.s,AW0019,17,AW0019.17,A,1,1,26
B46,S,S.s,AW0019,18,AW0019.18,A,1,1,26
B46,S,S.s,AW0019,19,AW0019.19,A,1,1,26
B46,S,S.s,AW0019,20,AW0019.20,A,1,1,26
B46,S,S.s,AW0019,21,AW0019.21,A,1,1,26
B46,S,S.s,AW0019,22,AW0019.22,A,1,1,26
B46,S,S.s,AW0019,23,AW0019.23,A,1,1,26
B46,S,S.s,AW0019,24,AW0019.24,A,1,1,26
B46,S,S.s,AW0019,25,AW0019.25,A,1,1,33
B46,S,S.s,AW0019,26,AW0019.26,A,1,1,33
B46,S,S.s,AW0019,27,AW0019.27,A,1,1,33
B46,S,S.s,AW0019,28,AW0019.28,A,1,1,33
B46,S,S.s,AW0019,29,AW0019.29,NA,NA,0,38
B46,S,S.s,AW0019,30,AW0019.30,NA,NA,0,38
B46,S,S.s,AW0019,31,AW0019.31,?,NA,0,38
B46,S,S.s,AW0019,32,AW0019.32,A,1,1,38
B46,S,S.s,AW0026,1,AW0026.1,A,1,1,4
B46,S,S.s,AW0026,2,AW0026.2,A,1,1,4
B46,S,S.s,AW0026,3,AW0026.3,A,1,1,4
B46,S,S.s,AW0026,4,AW0026.4,A,1,1,4
B46,S,S.s,AW0026,5,AW0026.5,NA,NA,0,15
B46,S,S.s,AW0026,6,AW0026.6,NA,NA,0,15
B46,S,S.s,AW0026,7,AW0026.7,A,1,1,15
B46,S,S.s,AW0026,8,AW0026.8,A,1,1,15
B46,S,S.s,AW0026,9,AW0026.9,A,1,1,17
B46,S,S.s,AW0026,10,AW0026.10,A,1,1,17
B46,S,S.s,AW0026,11,AW0026.11,NA,NA,0,17
B46,S,S.s,AW0026,12,AW0026.12,NA,NA,0,17
B46,S,S.s,AW0026,13,AW0026.13,A,1,1,17
B46,S,S.s,AW0026,14,AW0026.14,NA,NA,0,17
B46,S,S.s,AW0026,15,AW0026.15,NA,NA,0,17
B46,S,S.s,AW0026,16,AW0026.16,NA,NA,0,17
B46,S,S.s,AW0026,17,AW0026.17,A,1,1,26
B46,S,S.s,AW0026,18,AW0026.18,A,1,1,26
B46,S,S.s,AW0026,19,AW0026.19,A,1,1,26
B46,S,S.s,AW0026,20,AW0026.20,NA,NA,0,26
B46,S,S.s,AW0026,21,AW0026.21,NA,NA,0,33
B46,S,S.s,AW0026,22,AW0026.22,A,1,1,33
B46,S,S.s,AW0026,23,AW0026.23,A,1,1,33
B46,S,S.s,AW0026,24,AW0026.24,A,1,1,33
B46,S,S.s,AW0026,25,AW0026.25,NA,NA,0,36
B46,S,S.s,AW0026,26,AW0026.26,A,1,1,36
B46,S,S.s,AW0026,27,AW0026.27,A,1,1,36
B46,S,S.s,AW0026,28,AW0026.28,A,1,1,36
B46,S,S.s,AW0026,29,AW0026.29,?,NA,0,36
B46,S,S.s,AW0026,30,AW0026.30,A,1,1,36
B46,S,S.s,AW0026,31,AW0026.31,NA,NA,0,36
B46,S,S.s,AW0026,32,AW0026.32,NA,NA,0,36
B46,S,S.s,AW0029,1,AW0029.1,A,1,1,5
B46,S,S.s,AW0029,2,AW0029.2,A,1,1,5
B46,S,S.s,AW0029,3,AW0029.3,A,1,1,5
B46,S,S.s,AW0029,4,AW0029.4,A,1,1,5
B46,S,S.s,AW0029,5,AW0029.5,A,1,1,7
B46,S,S.s,AW0029,6,AW0029.6,A,1,1,7
B46,S,S.s,AW0029,7,AW0029.7,A,1,1,7
B46,S,S.s,AW0029,8,AW0029.8,A,1,1,7
B46,S,S.s,AW0029,9,AW0029.9,NA,NA,0,13
B46,S,S.s,AW0029,10,AW0029.10,NA,NA,0,13
B46,S,S.s,AW0029,11,AW0029.11,NA,NA,0,13
B46,S,S.s,AW0029,12,AW0029.12,D,0,0,13
B46,S,S.s,AW0029,13,AW0029.13,A,1,1,15
B46,S,S.s,AW0029,14,AW0029.14,A,1,1,15
B46,S,S.s,AW0029,15,AW0029.15,A,1,1,15
B46,S,S.s,AW0029,16,AW0029.16,A,1,1,15
B46,S,S.s,AW0029,17,AW0029.17,NA,NA,0,20
B46,S,S.s,AW0029,18,AW0029.18,NA,NA,0,20
B46,S,S.s,AW0029,19,AW0029.19,NA,NA,0,20
B46,S,S.s,AW0029,20,AW0029.20,NA,NA,0,20
B46,S,S.s,AW0029,21,AW0029.21,NA,NA,0,21
B46,S,S.s,AW0029,22,AW0029.22,NA,NA,0,21
B46,S,S.s,AW0029,23,AW0029.23,?,NA,0,21
B46,S,S.s,AW0029,24,AW0029.24,A,1,1,21
B46,S,S.s,AW0029,25,AW0029.25,A,1,1,44
B46,S,S.s,AW0029,26,AW0029.26,NA,NA,0,44
B46,S,S.s,AW0029,27,AW0029.27,NA,NA,0,44
B46,S,S.s,AW0029,28,AW0029.28,NA,NA,0,44
B46,S,S.s,AW0029,29,AW0029.29,A,1,1,44
B46,S,S.s,AW0029,30,AW0029.30,NA,NA,0,44
B46,S,S.s,AW0029,31,AW0029.31,NA,NA,0,44
B46,S,S.s,AW0029,32,AW0029.32,NA,NA,0,44
B49,S,SO.s,AW0041,1,AW0041.1,NA,NA,0,3
B49,S,SO.s,AW0041,2,AW0041.2,NA,NA,0,3
B49,S,SO.s,AW0041,3,AW0041.3,A,1,1,3
B49,S,SO.s,AW0041,4,AW0041.4,A,1,1,3
B49,S,SO.s,AW0041,5,AW0041.5,A,1,1,7
B49,S,SO.s,AW0041,6,AW0041.6,A,1,1,7
B49,S,SO.s,AW0041,7,AW0041.7,A,1,1,7
B49,S,SO.s,AW0041,8,AW0041.8,A,1,1,7
B49,S,SO.s,AW0041,9,AW0041.9,A,1,1,20
B49,S,SO.s,AW0041,10,AW0041.10,NA,NA,0,20
B49,S,SO.s,AW0041,11,AW0041.11,A,1,1,20
B49,S,SO.s,AW0041,12,AW0041.12,A,1,1,20
B49,S,SO.s,AW0041,13,AW0041.13,A,1,1,21
B49,S,SO.s,AW0041,14,AW0041.14,A,1,1,21
B49,S,SO.s,AW0041,15,AW0041.15,A,1,1,21
B49,S,SO.s,AW0041,16,AW0041.16,NA,NA,0,21
B49,S,SO.s,AW0041,17,AW0041.17,A,1,1,22
B49,S,SO.s,AW0041,18,AW0041.18,A,1,1,22
B49,S,SO.s,AW0041,19,AW0041.19,A,1,1,22
B49,S,SO.s,AW0041,20,AW0041.20,NA,NA,0,22
B49,S,SO.s,AW0041,21,AW0041.21,A,1,1,23
B49,S,SO.s,AW0041,22,AW0041.22,A,1,1,23
B49,S,SO.s,AW0041,23,AW0041.23,A,1,1,23
B49,S,SO.s,AW0041,24,AW0041.24,A,1,1,23
B49,S,SO.s,AW0041,25,AW0041.25,A,1,1,23
B49,S,SO.s,AW0041,26,AW0041.26,A,1,1,23
B49,S,SO.s,AW0041,27,AW0041.27,A,1,1,23
B49,S,SO.s,AW0041,28,AW0041.28,A,1,1,23
B49,S,SO.s,AW0041,29,AW0041.29,NA,NA,0,33
B49,S,SO.s,AW0041,30,AW0041.30,?,NA,0,33
B49,S,SO.s,AW0041,31,AW0041.31,D,0,0,33
B49,S,SO.s,AW0041,32,AW0041.32,A,1,1,33
B42,S,S.s,AW0173,1,AW0173.1,A,1,1,5
B42,S,S.s,AW0173,2,AW0173.2,A,1,1,5
B42,S,S.s,AW0173,3,AW0173.3,A,1,1,5
B42,S,S.s,AW0173,4,AW0173.4,NA,NA,0,5
B42,S,S.s,AW0173,5,AW0173.5,A,1,1,22
B42,S,S.s,AW0173,6,AW0173.6,A,1,1,22
B42,S,S.s,AW0173,7,AW0173.7,A,1,1,22
B42,S,S.s,AW0173,8,AW0173.8,A,1,1,22
B42,S,S.s,AW0173,9,AW0173.9,NA,NA,0,27
B42,S,S.s,AW0173,10,AW0173.10,A,1,1,27
B42,S,S.s,AW0173,11,AW0173.11,A,1,1,27
B42,S,S.s,AW0173,12,AW0173.12,A,1,1,27
B42,S,S.s,AW0173,13,AW0173.13,D,0,0,29
B42,S,S.s,AW0173,14,AW0173.14,A,1,1,29
B42,S,S.s,AW0173,15,AW0173.15,A,1,1,29
B42,S,S.s,AW0173,16,AW0173.16,A,1,1,29
B42,S,S.s,AW0173,17,AW0173.17,NA,NA,0,33
B42,S,S.s,AW0173,18,AW0173.18,A,1,1,33
B42,S,S.s,AW0173,19,AW0173.19,A,1,1,33
B42,S,S.s,AW0173,20,AW0173.20,A,1,1,33
B42,S,S.s,AW0173,21,AW0173.21,A,1,1,33
B42,S,S.s,AW0173,22,AW0173.22,A,1,1,33
B42,S,S.s,AW0173,23,AW0173.23,A,1,1,33
B42,S,S.s,AW0173,24,AW0173.24,A,1,1,33
B42,S,S.s,AW0173,25,AW0173.25,A,1,1,35
B42,S,S.s,AW0173,26,AW0173.26,A,1,1,35
B42,S,S.s,AW0173,27,AW0173.27,A,1,1,35
B42,S,S.s,AW0173,28,AW0173.28,A,1,1,35
B42,S,S.s,AW0173,29,AW0173.29,A,1,1,37
B42,S,S.s,AW0173,30,AW0173.30,NA,NA,0,37
B42,S,S.s,AW0173,31,AW0173.31,NA,NA,0,37
B42,S,S.s,AW0173,32,AW0173.32,NA,NA,0,37
B42,S,S.s,AW0175,1,AW0175.1,NA,NA,0,1
B42,S,S.s,AW0175,2,AW0175.2,A,1,1,1
B42,S,S.s,AW0175,3,AW0175.3,A,1,1,1
B42,S,S.s,AW0175,4,AW0175.4,A,1,1,1
B42,S,S.s,AW0175,5,AW0175.5,NA,NA,0,8
B42,S,S.s,AW0175,6,AW0175.6,A,1,1,8
B42,S,S.s,AW0175,7,AW0175.7,A,1,1,8
B42,S,S.s,AW0175,8,AW0175.8,DEAD,0,0,8
B42,S,S.s,AW0175,9,AW0175.9,NA,NA,0,12
B42,S,S.s,AW0175,10,AW0175.10,A,1,1,12
B42,S,S.s,AW0175,11,AW0175.11,NA,NA,0,12
B42,S,S.s,AW0175,12,AW0175.12,A,1,1,12
B42,S,S.s,AW0175,13,AW0175.13,NA,NA,0,15
B42,S,S.s,AW0175,14,AW0175.14,NA,NA,0,15
B42,S,S.s,AW0175,15,AW0175.15,NA,NA,0,15
B42,S,S.s,AW0175,16,AW0175.16,NA,NA,0,15
B42,S,S.s,AW0175,17,AW0175.17,A,1,1,20
B42,S,S.s,AW0175,18,AW0175.18,A,1,1,20
B42,S,S.s,AW0175,19,AW0175.19,A,1,1,20
B42,S,S.s,AW0175,20,AW0175.20,D,0,0,20
B42,S,S.s,AW0175,21,AW0175.21,NA,NA,0,27
B42,S,S.s,AW0175,22,AW0175.22,NA,NA,0,27
B42,S,S.s,AW0175,23,AW0175.23,D,0,0,27
B42,S,S.s,AW0175,24,AW0175.24,A,1,1,27
B42,S,S.s,AW0175,25,AW0175.25,A,1,1,35
B42,S,S.s,AW0175,26,AW0175.26,A,1,1,35
B42,S,S.s,AW0175,27,AW0175.27,NA,NA,0,35
B42,S,S.s,AW0175,28,AW0175.28,NA,NA,0,35
B42,S,S.s,AW0175,29,AW0175.29,NA,NA,0,37
B42,S,S.s,AW0175,30,AW0175.30,A,1,1,37
B42,S,S.s,AW0175,31,AW0175.31,A,1,1,37
B42,S,S.s,AW0175,32,AW0175.32,NA,NA,0,37
B42,S,S.s,AW0176,1,AW0176.1,A,1,1,5
B42,S,S.s,AW0176,2,AW0176.2,A,1,1,5
B42,S,S.s,AW0176,3,AW0176.3,A,1,1,5
B42,S,S.s,AW0176,4,AW0176.4,A,1,1,5
B42,S,S.s,AW0176,5,AW0176.5,A,1,1,16
B42,S,S.s,AW0176,6,AW0176.6,A,1,1,16
B42,S,S.s,AW0176,7,AW0176.7,A,1,1,16
B42,S,S.s,AW0176,8,AW0176.8,NA,NA,0,16
B42,S,S.s,AW0176,9,AW0176.9,A,1,1,18
B42,S,S.s,AW0176,10,AW0176.10,A,1,1,18
B42,S,S.s,AW0176,11,AW0176.11,A,1,1,18
B42,S,S.s,AW0176,12,AW0176.12,A,1,1,18
B42,S,S.s,AW0176,13,AW0176.13,A,1,1,22
B42,S,S.s,AW0176,14,AW0176.14,A,1,1,22
B42,S,S.s,AW0176,15,AW0176.15,A,1,1,22
B42,S,S.s,AW0176,16,AW0176.16,A,1,1,22
B42,S,S.s,AW0176,17,AW0176.17,D,0,0,28
B42,S,S.s,AW0176,18,AW0176.18,A,1,1,28
B42,S,S.s,AW0176,19,AW0176.19,D,0,0,28
B42,S,S.s,AW0176,20,AW0176.20,D,0,0,28
B42,S,S.s,AW0176,21,AW0176.21,NA,NA,0,29
B42,S,S.s,AW0176,22,AW0176.22,NA,NA,0,29
B42,S,S.s,AW0176,23,AW0176.23,A,1,1,29
B42,S,S.s,AW0176,24,AW0176.24,A,1,1,29
B42,S,S.s,AW0176,25,AW0176.25,A,1,1,32
B42,S,S.s,AW0176,26,AW0176.26,A,1,1,32
B42,S,S.s,AW0176,27,AW0176.27,A,1,1,32
B42,S,S.s,AW0176,28,AW0176.28,NA,NA,0,32
B42,S,S.s,AW0176,29,AW0176.29,NA,NA,0,40
B42,S,S.s,AW0176,30,AW0176.30,A,1,1,40
B42,S,S.s,AW0176,31,AW0176.31,A,1,1,40
B42,S,S.s,AW0176,32,AW0176.32,A,1,1,40
L11,S,SO.s,AW0186,1,AW0186.1,A,1,1,6
L11,S,SO.s,AW0186,2,AW0186.2,A,1,1,6
L11,S,SO.s,AW0186,3,AW0186.3,A,1,1,6
L11,S,SO.s,AW0186,4,AW0186.4,A,1,1,6
L11,S,SO.s,AW0186,5,AW0186.5,A,1,1,7
L11,S,SO.s,AW0186,6,AW0186.6,A,1,1,7
L11,S,SO.s,AW0186,7,AW0186.7,A,1,1,7
L11,S,SO.s,AW0186,8,AW0186.8,A,1,1,7
L11,S,SO.s,AW0186,9,AW0186.9,A,1,1,10
L11,S,SO.s,AW0186,10,AW0186.10,NA,NA,0,10
L11,S,SO.s,AW0186,11,AW0186.11,A,1,1,10
L11,S,SO.s,AW0186,12,AW0186.12,A,1,1,10
L11,S,SO.s,AW0186,13,AW0186.13,NA,NA,0,15
L11,S,SO.s,AW0186,14,AW0186.14,NA,NA,0,15
L11,S,SO.s,AW0186,15,AW0186.15,A,1,1,15
L11,S,SO.s,AW0186,16,AW0186.16,A,1,1,15
L11,S,SO.s,AW0186,17,AW0186.17,NA,NA,0,19
L11,S,SO.s,AW0186,18,AW0186.18,A,1,1,19
L11,S,SO.s,AW0186,19,AW0186.19,A,1,1,19
L11,S,SO.s,AW0186,20,AW0186.20,A,1,1,19
L11,S,SO.s,AW0186,21,AW0186.21,A,1,1,25
L11,S,SO.s,AW0186,22,AW0186.22,?,NA,0,25
L11,S,SO.s,AW0186,23,AW0186.23,NA,NA,0,25
L11,S,SO.s,AW0186,24,AW0186.24,NA,NA,0,25
L11,S,SO.s,AW0186,25,AW0186.25,NA,NA,0,33
L11,S,SO.s,AW0186,26,AW0186.26,A,1,1,33
L11,S,SO.s,AW0186,27,AW0186.27,A,1,1,33
L11,S,SO.s,AW0186,28,AW0186.28,A,1,1,33
L11,S,SO.s,AW0186,29,AW0186.29,A,1,1,34
L11,S,SO.s,AW0186,30,AW0186.30,A,1,1,34
L11,S,SO.s,AW0186,31,AW0186.31,A,1,1,34
L11,S,SO.s,AW0186,32,AW0186.32,?,NA,0,34
L11,S,SO.s,AW0188,1,AW0188.1,A,1,1,1
L11,S,SO.s,AW0188,2,AW0188.2,A,1,1,1
L11,S,SO.s,AW0188,3,AW0188.3,NA,NA,0,1
L11,S,SO.s,AW0188,4,AW0188.4,A,1,1,1
L11,S,SO.s,AW0188,5,AW0188.5,NA,NA,0,8
L11,S,SO.s,AW0188,6,AW0188.6,A,1,1,8
L11,S,SO.s,AW0188,7,AW0188.7,A,1,1,8
L11,S,SO.s,AW0188,8,AW0188.8,A,1,1,8
L11,S,SO.s,AW0188,9,AW0188.9,A,1,1,9
L11,S,SO.s,AW0188,10,AW0188.10,A,1,1,9
L11,S,SO.s,AW0188,11,AW0188.11,A,1,1,9
L11,S,SO.s,AW0188,12,AW0188.12,NA,NA,0,9
L11,S,SO.s,AW0188,13,AW0188.13,A,1,1,9
L11,S,SO.s,AW0188,14,AW0188.14,A,1,1,9
L11,S,SO.s,AW0188,15,AW0188.15,A,1,1,9
L11,S,SO.s,AW0188,16,AW0188.16,A,1,1,9
L11,S,SO.s,AW0188,17,AW0188.17,A,1,1,23
L11,S,SO.s,AW0188,18,AW0188.18,A,1,1,23
L11,S,SO.s,AW0188,19,AW0188.19,A,1,1,23
L11,S,SO.s,AW0188,20,AW0188.20,A,1,1,23
L11,S,SO.s,AW0188,21,AW0188.21,A,1,1,24
L11,S,SO.s,AW0188,22,AW0188.22,A,1,1,24
L11,S,SO.s,AW0188,23,AW0188.23,A,1,1,24
L11,S,SO.s,AW0188,24,AW0188.24,A,1,1,24
L11,S,SO.s,AW0188,25,AW0188.25,A,1,1,31
L11,S,SO.s,AW0188,26,AW0188.26,A,1,1,31
L11,S,SO.s,AW0188,27,AW0188.27,NA,NA,0,31
L11,S,SO.s,AW0188,28,AW0188.28,NA,NA,0,31
L11,S,SO.s,AW0188,29,AW0188.29,A,1,1,36
L11,S,SO.s,AW0188,30,AW0188.30,A,1,1,36
L11,S,SO.s,AW0188,31,AW0188.31,A,1,1,36
L11,S,SO.s,AW0188,32,AW0188.32,A,1,1,36
L11,S,SO.s,AW0189,1,AW0189.1,A,1,1,3
L11,S,SO.s,AW0189,2,AW0189.2,A,1,1,3
L11,S,SO.s,AW0189,3,AW0189.3,A,1,1,3
L11,S,SO.s,AW0189,4,AW0189.4,A,1,1,3
L11,S,SO.s,AW0189,5,AW0189.5,A,1,1,6
L11,S,SO.s,AW0189,6,AW0189.6,A,1,1,6
L11,S,SO.s,AW0189,7,AW0189.7,A,1,1,6
L11,S,SO.s,AW0189,8,AW0189.8,A,1,1,6
L11,S,SO.s,AW0189,9,AW0189.9,NA,NA,0,15
L11,S,SO.s,AW0189,10,AW0189.10,A,1,1,15
L11,S,SO.s,AW0189,11,AW0189.11,NA,NA,0,15
L11,S,SO.s,AW0189,12,AW0189.12,NA,NA,0,15
L11,S,SO.s,AW0189,13,AW0189.13,NA,NA,0,22
L11,S,SO.s,AW0189,14,AW0189.14,NA,NA,0,22
L11,S,SO.s,AW0189,15,AW0189.15,NA,NA,0,22
L11,S,SO.s,AW0189,16,AW0189.16,NA,NA,0,22
L11,S,SO.s,AW0189,17,AW0189.17,NA,NA,0,24
L11,S,SO.s,AW0189,18,AW0189.18,A,1,1,24
L11,S,SO.s,AW0189,19,AW0189.19,A,1,1,24
L11,S,SO.s,AW0189,20,AW0189.20,A,1,1,24
L11,S,SO.s,AW0189,21,AW0189.21,NA,NA,0,26
L11,S,SO.s,AW0189,22,AW0189.22,NA,NA,0,26
L11,S,SO.s,AW0189,23,AW0189.23,NA,NA,0,26
L11,S,SO.s,AW0189,24,AW0189.24,NA,NA,0,26
L11,S,SO.s,AW0189,25,AW0189.25,NA,NA,0,34
L11,S,SO.s,AW0189,26,AW0189.26,NA,NA,0,34
L11,S,SO.s,AW0189,27,AW0189.27,NA,NA,0,34
L11,S,SO.s,AW0189,28,AW0189.28,NA,NA,0,34
L11,S,SO.s,AW0189,29,AW0189.29,NA,NA,0,44
L11,S,SO.s,AW0189,30,AW0189.30,NA,NA,0,44
L11,S,SO.s,AW0189,31,AW0189.31,NA,NA,0,44
L11,S,SO.s,AW0189,32,AW0189.32,A,1,1,44
L11,S,SO.s,AW0191,1,AW0191.1,A,1,1,4
L11,S,SO.s,AW0191,2,AW0191.2,A,1,1,4
L11,S,SO.s,AW0191,3,AW0191.3,A,1,1,4
L11,S,SO.s,AW0191,4,AW0191.4,A,1,1,4
L11,S,SO.s,AW0191,5,AW0191.5,A,1,1,12
L11,S,SO.s,AW0191,6,AW0191.6,A,1,1,12
L11,S,SO.s,AW0191,7,AW0191.7,A,1,1,12
L11,S,SO.s,AW0191,8,AW0191.8,A,1,1,12
L11,S,SO.s,AW0191,9,AW0191.9,A,1,1,17
L11,S,SO.s,AW0191,10,AW0191.10,NA,NA,0,17
L11,S,SO.s,AW0191,11,AW0191.11,A,1,1,17
L11,S,SO.s,AW0191,12,AW0191.12,NA,NA,0,17
L11,S,SO.s,AW0191,13,AW0191.13,A,1,1,18
L11,S,SO.s,AW0191,14,AW0191.14,A,1,1,18
L11,S,SO.s,AW0191,15,AW0191.15,A,1,1,18
L11,S,SO.s,AW0191,16,AW0191.16,A,1,1,18
L11,S,SO.s,AW0191,17,AW0191.17,A,1,1,20
L11,S,SO.s,AW0191,18,AW0191.18,A,1,1,20
L11,S,SO.s,AW0191,19,AW0191.19,A,1,1,20
L11,S,SO.s,AW0191,20,AW0191.20,A,1,1,20
L11,S,SO.s,AW0191,21,AW0191.21,A,1,1,28
L11,S,SO.s,AW0191,22,AW0191.22,A,1,1,28
L11,S,SO.s,AW0191,23,AW0191.23,A,1,1,28
L11,S,SO.s,AW0191,24,AW0191.24,A,1,1,28
L11,S,SO.s,AW0191,25,AW0191.25,A,1,1,35
L11,S,SO.s,AW0191,26,AW0191.26,A,1,1,35
L11,S,SO.s,AW0191,27,AW0191.27,NA,NA,0,35
L11,S,SO.s,AW0191,28,AW0191.28,NA,NA,0,35
L11,S,SO.s,AW0191,29,AW0191.29,NA,NA,0,38
L11,S,SO.s,AW0191,30,AW0191.30,NA,NA,0,38
L11,S,SO.s,AW0191,31,AW0191.31,A,1,1,38
L11,S,SO.s,AW0191,32,AW0191.32,A,1,1,38
L11,S,SO.s,AW0192,1,AW0192.1,A,1,1,2
L11,S,SO.s,AW0192,2,AW0192.2,A,1,1,2
L11,S,SO.s,AW0192,3,AW0192.3,A,1,1,2
L11,S,SO.s,AW0192,4,AW0192.4,A,1,1,2
L11,S,SO.s,AW0192,17,AW0192.17,NA,NA,0,12
L11,S,SO.s,AW0192,18,AW0192.18,NA,NA,0,12
L11,S,SO.s,AW0192,19,AW0192.19,NA,NA,0,12
L11,S,SO.s,AW0192,20,AW0192.20,NA,NA,0,12
L11,S,SO.s,AW0192,21,AW0192.21,NA,NA,0,15
L11,S,SO.s,AW0192,22,AW0192.22,NA,NA,0,15
L11,S,SO.s,AW0192,23,AW0192.23,NA,NA,0,15
L11,S,SO.s,AW0192,24,AW0192.24,NA,NA,0,15
L11,S,SO.s,AW0192,25,AW0192.25,NA,NA,0,26
L11,S,SO.s,AW0192,26,AW0192.26,NA,NA,0,26
L11,S,SO.s,AW0192,27,AW0192.27,NA,NA,0,26
L11,S,SO.s,AW0192,28,AW0192.28,NA,NA,0,26
L11,S,SO.s,AW0192,29,AW0192.29,NA,NA,0,41
L11,S,SO.s,AW0192,30,AW0192.30,NA,NA,0,41
L11,S,SO.s,AW0192,31,AW0192.31,NA,NA,0,41
L11,S,SO.s,AW0192,32,AW0192.32,NA,NA,0,41
L11,S,SO.s,AW0194,1,AW0194.1,NA,NA,0,4
L11,S,SO.s,AW0194,2,AW0194.2,A,1,1,4
L11,S,SO.s,AW0194,3,AW0194.3,A,1,1,4
L11,S,SO.s,AW0194,4,AW0194.4,A,1,1,4
L11,S,SO.s,AW0194,5,AW0194.5,A,1,1,7
L11,S,SO.s,AW0194,6,AW0194.6,A,1,1,7
L11,S,SO.s,AW0194,7,AW0194.7,A,1,1,7
L11,S,SO.s,AW0194,8,AW0194.8,NA,NA,0,7
L11,S,SO.s,AW0194,9,AW0194.9,A,1,1,8
L11,S,SO.s,AW0194,10,AW0194.10,D,0,0,8
L11,S,SO.s,AW0194,11,AW0194.11,A,1,1,8
L11,S,SO.s,AW0194,12,AW0194.12,NA,NA,0,8
L11,S,SO.s,AW0194,13,AW0194.13,A,1,1,10
L11,S,SO.s,AW0194,14,AW0194.14,A,1,1,10
L11,S,SO.s,AW0194,15,AW0194.15,A,1,1,10
L11,S,SO.s,AW0194,16,AW0194.16,A,1,1,10
L11,S,SO.s,AW0194,17,AW0194.17,A,1,1,21
L11,S,SO.s,AW0194,18,AW0194.18,A,1,1,21
L11,S,SO.s,AW0194,19,AW0194.19,A,1,1,21
L11,S,SO.s,AW0194,20,AW0194.20,A,1,1,21
L11,S,SO.s,AW0194,21,AW0194.21,A,1,1,25
L11,S,SO.s,AW0194,22,AW0194.22,NA,NA,0,25
L11,S,SO.s,AW0194,23,AW0194.23,NA,NA,0,25
L11,S,SO.s,AW0194,24,AW0194.24,NA,NA,0,25
L11,S,SO.s,AW0194,25,AW0194.25,A,1,1,25
L11,S,SO.s,AW0194,26,AW0194.26,A,1,1,25
L11,S,SO.s,AW0194,27,AW0194.27,A,1,1,25
L11,S,SO.s,AW0194,28,AW0194.28,A,1,1,25
L11,S,SO.s,AW0194,29,AW0194.29,NA,NA,0,40
L11,S,SO.s,AW0194,30,AW0194.30,A,1,1,40
L11,S,SO.s,AW0194,31,AW0194.31,A,1,1,40
L11,S,SO.s,AW0194,32,AW0194.32,A,1,1,40
L11,S,SO.s,AW0195,5,AW0195.5,A,1,1,8
L11,S,SO.s,AW0195,6,AW0195.6,A,1,1,8
L11,S,SO.s,AW0195,7,AW0195.7,A,1,1,8
L11,S,SO.s,AW0195,8,AW0195.8,A,1,1,8
L11,S,SO.s,AW0195,9,AW0195.9,N,NA,0,8
L11,S,SO.s,AW0195,10,AW0195.10,A,1,1,8
L11,S,SO.s,AW0195,11,AW0195.11,A,1,1,8
L11,S,SO.s,AW0195,12,AW0195.12,N,NA,0,8
L11,S,SO.s,AW0195,13,AW0195.13,D,0,0,10
