pop,ms,s.region,mom,rep,id,A.D.NA,surv,surv.to.seedling,rack
L12,S,SO.s,AW0299,9,AW0299.9,A,1,1,19
L12,S,SO.s,AW0299,10,AW0299.10,A,1,1,19
L12,S,SO.s,AW0299,11,AW0299.11,A,1,1,19
L12,S,SO.s,AW0299,12,AW0299.12,A,1,1,19
L12,S,SO.s,AW0299,13,AW0299.13,A,1,1,24
L12,S,SO.s,AW0299,14,AW0299.14,A,1,1,24
L12,S,SO.s,AW0299,15,AW0299.15,NA,NA,0,24
L12,S,SO.s,AW0299,16,AW0299.16,NA,NA,0,24
L12,S,SO.s,AW0299,17,AW0299.17,A,1,1,35
L12,S,SO.s,AW0299,18,AW0299.18,A,1,1,35
L12,S,SO.s,AW0299,19,AW0299.19,A,1,1,35
L12,S,SO.s,AW0299,20,AW0299.20,A,1,1,35
L12,S,SO.s,AW0299,21,AW0299.21,A,1,1,38
L12,S,SO.s,AW0299,22,AW0299.22,A,1,1,38
L12,S,SO.s,AW0299,23,AW0299.23,A,1,1,38
L12,S,SO.s,AW0299,24,AW0299.24,A,1,1,38
L12,S,SO.s,AW0299,25,AW0299.25,NA,NA,0,43
L12,S,SO.s,AW0299,26,AW0299.26,A,1,1,43
L12,S,SO.s,AW0299,27,AW0299.27,A,1,1,43
L12,S,SO.s,AW0299,28,AW0299.28,A,1,1,43
L12,S,SO.s,AW0299,29,AW0299.29,A,1,1,43
L12,S,SO.s,AW0299,30,AW0299.30,A,1,1,43
L12,S,SO.s,AW0299,31,AW0299.31,A,1,1,43
L12,S,SO.s,AW0299,32,AW0299.32,?,NA,0,43
L12,S,SO.s,AW0302,1,AW0302.1,A,1,1,1
L12,S,SO.s,AW0302,2,AW0302.2,A,1,1,1
L12,S,SO.s,AW0302,3,AW0302.3,A,1,1,1
L12,S,SO.s,AW0302,4,AW0302.4,A,1,1,1
L12,S,SO.s,AW0302,5,AW0302.5,A,1,1,10
L12,S,SO.s,AW0302,6,AW0302.6,A,1,1,10
L12,S,SO.s,AW0302,7,AW0302.7,?,NA,0,10
L12,S,SO.s,AW0302,8,AW0302.8,A,1,1,10
L12,S,SO.s,AW0302,9,AW0302.9,A,1,1,26
L12,S,SO.s,AW0302,10,AW0302.10,A,1,1,26
L12,S,SO.s,AW0302,11,AW0302.11,D,0,0,26
L12,S,SO.s,AW0302,12,AW0302.12,NA,NA,0,26
L12,S,SO.s,AW0302,13,AW0302.13,A,1,1,31
L12,S,SO.s,AW0302,14,AW0302.14,A,1,1,31
L12,S,SO.s,AW0302,15,AW0302.15,A,1,1,31
L12,S,SO.s,AW0302,16,AW0302.16,NA,NA,0,31
L12,S,SO.s,AW0302,17,AW0302.17,A,1,1,36
L12,S,SO.s,AW0302,18,AW0302.18,A,1,1,36
L12,S,SO.s,AW0302,19,AW0302.19,A,1,1,36
L12,S,SO.s,AW0302,20,AW0302.20,A,1,1,36
L12,S,SO.s,AW0302,21,AW0302.21,A,1,1,36
L12,S,SO.s,AW0302,22,AW0302.22,A,1,1,36
L12,S,SO.s,AW0302,23,AW0302.23,A,1,1,36
L12,S,SO.s,AW0302,24,AW0302.24,A,1,1,36
L12,S,SO.s,AW0302,25,AW0302.25,A,1,1,40
L12,S,SO.s,AW0302,26,AW0302.26,A,1,1,40
L12,S,SO.s,AW0302,27,AW0302.27,A,1,1,40
L12,S,SO.s,AW0302,28,AW0302.28,A,1,1,40
L12,S,SO.s,AW0302,29,AW0302.29,A,1,1,42
L12,S,SO.s,AW0302,30,AW0302.30,A,1,1,42
L12,S,SO.s,AW0302,31,AW0302.31,A,1,1,42
L12,S,SO.s,AW0302,32,AW0302.32,A,1,1,42
L12,S,SO.s,AW0304,1,AW0304.1,NA,NA,0,1
L12,S,SO.s,AW0304,2,AW0304.2,NA,NA,0,1
L12,S,SO.s,AW0304,3,AW0304.3,A,1,1,1
L12,S,SO.s,AW0304,4,AW0304.4,A,1,1,1
L12,S,SO.s,AW0304,5,AW0304.5,A,1,1,10
L12,S,SO.s,AW0304,6,AW0304.6,A,1,1,10
L12,S,SO.s,AW0304,7,AW0304.7,A,1,1,10
L12,S,SO.s,AW0304,8,AW0304.8,A,1,1,10
L12,S,SO.s,AW0304,9,AW0304.9,NA,NA,0,20
L12,S,SO.s,AW0304,10,AW0304.10,NA,NA,0,20
L12,S,SO.s,AW0304,11,AW0304.11,A,1,1,20
L12,S,SO.s,AW0304,12,AW0304.12,A,1,1,20
L12,S,SO.s,AW0304,13,AW0304.13,A,1,1,21
L12,S,SO.s,AW0304,14,AW0304.14,A,1,1,21
L12,S,SO.s,AW0304,15,AW0304.15,A,1,1,21
L12,S,SO.s,AW0304,16,AW0304.16,A,1,1,21
L12,S,SO.s,AW0304,17,AW0304.17,A,1,1,29
L12,S,SO.s,AW0304,18,AW0304.18,NA,NA,0,29
L12,S,SO.s,AW0304,19,AW0304.19,NA,NA,0,29
L12,S,SO.s,AW0304,20,AW0304.20,NA,NA,0,29
L12,S,SO.s,AW0304,21,AW0304.21,NA,NA,0,32
L12,S,SO.s,AW0304,22,AW0304.22,NA,NA,0,32
L12,S,SO.s,AW0304,23,AW0304.23,A,1,1,32
L12,S,SO.s,AW0304,24,AW0304.24,A,1,1,32
L12,S,SO.s,AW0304,25,AW0304.25,A,1,1,36
L12,S,SO.s,AW0304,26,AW0304.26,A,1,1,36
L12,S,SO.s,AW0304,27,AW0304.27,NA,NA,0,36
L12,S,SO.s,AW0304,28,AW0304.28,NA,NA,0,36
L12,S,SO.s,AW0304,29,AW0304.29,A,1,1,42
L12,S,SO.s,AW0304,30,AW0304.30,A,1,1,42
L12,S,SO.s,AW0304,31,AW0304.31,A,1,1,42
L12,S,SO.s,AW0304,32,AW0304.32,A,1,1,42
C27,A,A.s,EH0004,1,EH0004.1,NA,NA,0,3
C27,A,A.s,EH0004,2,EH0004.2,NA,NA,0,3
C27,A,A.s,EH0004,3,EH0004.3,A,1,1,3
C27,A,A.s,EH0004,4,EH0004.4,A,1,1,3
C27,A,A.s,EH0004,5,EH0004.5,A,1,1,6
C27,A,A.s,EH0004,6,EH0004.6,A,1,1,6
C27,A,A.s,EH0004,7,EH0004.7,A,1,1,6
C27,A,A.s,EH0004,8,EH0004.8,A,1,1,6
C27,A,A.s,EH0004,9,EH0004.9,A,1,1,15
C27,A,A.s,EH0004,10,EH0004.10,A,1,1,15
C27,A,A.s,EH0004,11,EH0004.11,A,1,1,15
C27,A,A.s,EH0004,12,EH0004.12,A,1,1,15
C27,A,A.s,EH0004,13,EH0004.13,NA,NA,0,19
C27,A,A.s,EH0004,14,EH0004.14,A,1,1,19
C27,A,A.s,EH0004,15,EH0004.15,A,1,1,19
C27,A,A.s,EH0004,16,EH0004.16,A,1,1,19
C27,A,A.s,EH0004,17,EH0004.17,NA,NA,0,23
C27,A,A.s,EH0004,18,EH0004.18,A,1,1,23
C27,A,A.s,EH0004,19,EH0004.19,A,1,1,23
C27,A,A.s,EH0004,20,EH0004.20,A,1,1,23
C27,A,A.s,EH0004,21,EH0004.21,A,1,1,24
C27,A,A.s,EH0004,22,EH0004.22,NA,NA,0,24
C27,A,A.s,EH0004,23,EH0004.23,D,0,0,24
C27,A,A.s,EH0004,24,EH0004.24,A,1,1,24
C27,A,A.s,EH0004,25,EH0004.25,NA,NA,0,32
C27,A,A.s,EH0004,26,EH0004.26,A,1,1,32
C27,A,A.s,EH0004,27,EH0004.27,A,1,1,32
C27,A,A.s,EH0004,28,EH0004.28,A,1,1,32
C27,A,A.s,EH0004,29,EH0004.29,NA,NA,0,43
C27,A,A.s,EH0004,30,EH0004.30,A,1,1,43
C27,A,A.s,EH0004,31,EH0004.31,A,1,1,43
C27,A,A.s,EH0004,32,EH0004.32,A,1,1,43
C27,A,A.s,EH0005,1,EH0005.1,A,1,1,4
C27,A,A.s,EH0005,2,EH0005.2,A,1,1,4
C27,A,A.s,EH0005,3,EH0005.3,A,1,1,4
C27,A,A.s,EH0005,4,EH0005.4,A,1,1,4
C27,A,A.s,EH0005,5,EH0005.5,A,1,1,13
C27,A,A.s,EH0005,6,EH0005.6,A,1,1,13
C27,A,A.s,EH0005,7,EH0005.7,NA,NA,0,13
C27,A,A.s,EH0005,8,EH0005.8,A,1,1,13
C27,A,A.s,EH0005,9,EH0005.9,D,0,0,14
C27,A,A.s,EH0005,10,EH0005.10,NA,NA,0,14
C27,A,A.s,EH0005,11,EH0005.11,A,1,1,14
C27,A,A.s,EH0005,12,EH0005.12,A,1,1,14
C27,A,A.s,EH0005,13,EH0005.13,A,1,1,25
C27,A,A.s,EH0005,14,EH0005.14,A,1,1,25
C27,A,A.s,EH0005,15,EH0005.15,NA,NA,0,25
C27,A,A.s,EH0005,16,EH0005.16,NA,NA,0,25
C27,A,A.s,EH0005,17,EH0005.17,A,1,1,30
C27,A,A.s,EH0005,18,EH0005.18,A,1,1,30
C27,A,A.s,EH0005,19,EH0005.19,A,1,1,30
C27,A,A.s,EH0005,20,EH0005.20,A,1,1,30
C27,A,A.s,EH0005,21,EH0005.21,A,1,1,31
C27,A,A.s,EH0005,22,EH0005.22,D,0,0,31
C27,A,A.s,EH0005,23,EH0005.23,A,1,1,31
C27,A,A.s,EH0005,24,EH0005.24,A,1,1,31
C27,A,A.s,EH0005,25,EH0005.25,A,1,1,35
C27,A,A.s,EH0005,26,EH0005.26,A,1,1,35
C27,A,A.s,EH0005,27,EH0005.27,NA,NA,0,35
C27,A,A.s,EH0005,28,EH0005.28,NA,NA,0,35
C27,A,A.s,EH0005,29,EH0005.29,A,1,1,42
C27,A,A.s,EH0005,30,EH0005.30,A,1,1,42
C27,A,A.s,EH0005,31,EH0005.31,A,1,1,42
C27,A,A.s,EH0005,32,EH0005.32,NA,NA,0,42
C27,A,A.s,EH0011,1,EH0011.1,D,0,0,1
C27,A,A.s,EH0011,2,EH0011.2,?,NA,0,1
C27,A,A.s,EH0011,3,EH0011.3,A,1,1,1
C27,A,A.s,EH0011,4,EH0011.4,A,1,1,1
C27,A,A.s,EH0011,5,EH0011.5,NA,NA,0,10
C27,A,A.s,EH0011,6,EH0011.6,NA,NA,0,10
C27,A,A.s,EH0011,7,EH0011.7,NA,NA,0,10
C27,A,A.s,EH0011,8,EH0011.8,A,1,1,10
C27,A,A.s,EH0011,9,EH0011.9,A,1,1,15
C27,A,A.s,EH0011,10,EH0011.10,A,1,1,15
C27,A,A.s,EH0011,11,EH0011.11,A,1,1,15
C27,A,A.s,EH0011,12,EH0011.12,D,0,0,15
C27,A,A.s,EH0011,13,EH0011.13,NA,NA,0,15
C27,A,A.s,EH0011,14,EH0011.14,NA,NA,0,15
C27,A,A.s,EH0011,15,EH0011.15,NA,NA,0,15
C27,A,A.s,EH0011,16,EH0011.16,A,1,1,15
C27,A,A.s,EH0011,17,EH0011.17,D,0,0,19
C27,A,A.s,EH0011,18,EH0011.18,A,1,1,19
C27,A,A.s,EH0011,19,EH0011.19,A,1,1,19
C27,A,A.s,EH0011,20,EH0011.20,A,1,1,19
C27,A,A.s,EH0011,21,EH0011.21,D,0,0,21
C27,A,A.s,EH0011,22,EH0011.22,A,1,1,21
C27,A,A.s,EH0011,23,EH0011.23,A,1,1,21
C27,A,A.s,EH0011,24,EH0011.24,A,1,1,21
C27,A,A.s,EH0011,25,EH0011.25,A,1,1,24
C27,A,A.s,EH0011,26,EH0011.26,A,1,1,24
C27,A,A.s,EH0011,27,EH0011.27,NA,NA,0,24
C27,A,A.s,EH0011,28,EH0011.28,A,1,1,24
C27,A,A.s,EH0011,29,EH0011.29,A,1,1,42
C27,A,A.s,EH0011,30,EH0011.30,A,1,1,42
C27,A,A.s,EH0011,31,EH0011.31,A,1,1,42
C27,A,A.s,EH0011,32,EH0011.32,A,1,1,42
C27,A,A.s,EH0012,1,EH0012.1,A,1,1,5
C27,A,A.s,EH0012,2,EH0012.2,A,1,1,5
C27,A,A.s,EH0012,3,EH0012.3,A,1,1,5
C27,A,A.s,EH0012,4,EH0012.4,A,1,1,5
C27,A,A.s,EH0012,5,EH0012.5,NA,NA,0,9
C27,A,A.s,EH0012,6,EH0012.6,A,1,1,9
C27,A,A.s,EH0012,7,EH0012.7,A,1,1,9
C27,A,A.s,EH0012,8,EH0012.8,A,1,1,9
C27,A,A.s,EH0012,9,EH0012.9,A,1,1,10
C27,A,A.s,EH0012,10,EH0012.10,A,1,1,10
C27,A,A.s,EH0012,11,EH0012.11,D,0,0,10
C27,A,A.s,EH0012,12,EH0012.12,A,1,1,10
C27,A,A.s,EH0012,13,EH0012.13,NA,NA,0,11
C27,A,A.s,EH0012,14,EH0012.14,A,1,1,11
C27,A,A.s,EH0012,15,EH0012.15,A,1,1,11
C27,A,A.s,EH0012,16,EH0012.16,A,1,1,11
C27,A,A.s,EH0012,17,EH0012.17,A,1,1,19
C27,A,A.s,EH0012,18,EH0012.18,A,1,1,19
C27,A,A.s,EH0012,19,EH0012.19,A,1,1,19
C27,A,A.s,EH0012,20,EH0012.20,A,1,1,19
C27,A,A.s,EH0012,21,EH0012.21,A,1,1,20
C27,A,A.s,EH0012,22,EH0012.22,A,1,1,20
C27,A,A.s,EH0012,23,EH0012.23,NA,NA,0,20
C27,A,A.s,EH0012,24,EH0012.24,NA,NA,0,20
C27,A,A.s,EH0012,25,EH0012.25,D,0,0,26
C27,A,A.s,EH0012,26,EH0012.26,A,1,1,26
C27,A,A.s,EH0012,27,EH0012.27,NA,NA,0,26
C27,A,A.s,EH0012,28,EH0012.28,NA,NA,0,26
C27,A,A.s,EH0012,29,EH0012.29,NA,NA,0,41
C27,A,A.s,EH0012,30,EH0012.30,D,0,0,41
C27,A,A.s,EH0012,31,EH0012.31,A,1,1,41
C27,A,A.s,EH0012,32,EH0012.32,A,1,1,41
C27,A,A.s,EH0016,1,EH0016.1,D,0,0,2
C27,A,A.s,EH0016,2,EH0016.2,A,1,1,2
C27,A,A.s,EH0016,3,EH0016.3,A,1,1,2
C27,A,A.s,EH0016,4,EH0016.4,A,1,1,2
C27,A,A.s,EH0016,5,EH0016.5,A,1,1,6
C27,A,A.s,EH0016,6,EH0016.6,A,1,1,6
C27,A,A.s,EH0016,7,EH0016.7,A,1,1,6
C27,A,A.s,EH0016,8,EH0016.8,A,1,1,6
C27,A,A.s,EH0016,9,EH0016.9,A,1,1,7
C27,A,A.s,EH0016,10,EH0016.10,A,1,1,7
C27,A,A.s,EH0016,11,EH0016.11,?,NA,0,7
C27,A,A.s,EH0016,12,EH0016.12,?,NA,0,7
C27,A,A.s,EH0016,13,EH0016.13,A,1,1,28
C27,A,A.s,EH0016,14,EH0016.14,A,1,1,28
C27,A,A.s,EH0016,15,EH0016.15,A,1,1,28
C27,A,A.s,EH0016,16,EH0016.16,A,1,1,28
C27,A,A.s,EH0016,17,EH0016.17,NA,NA,0,32
C27,A,A.s,EH0016,18,EH0016.18,NA,NA,0,32
C27,A,A.s,EH0016,19,EH0016.19,A,1,1,32
C27,A,A.s,EH0016,20,EH0016.20,A,1,1,32
C27,A,A.s,EH0016,21,EH0016.21,NA,NA,0,41
C27,A,A.s,EH0016,22,EH0016.22,D,0,0,41
C27,A,A.s,EH0016,23,EH0016.23,A,1,1,41
C27,A,A.s,EH0016,24,EH0016.24,A,1,1,41
C27,A,A.s,EH0016,25,EH0016.25,A,1,1,44
C27,A,A.s,EH0016,26,EH0016.26,A,1,1,44
C27,A,A.s,EH0016,27,EH0016.27,A,1,1,44
C27,A,A.s,EH0016,28,EH0016.28,A,1,1,44
C27,A,A.s,EH0016,29,EH0016.29,A,1,1,44
C27,A,A.s,EH0016,30,EH0016.30,A,1,1,44
C27,A,A.s,EH0016,31,EH0016.31,A,1,1,44
C27,A,A.s,EH0016,32,EH0016.32,NA,NA,0,44
C27,A,A.s,EH0017,1,EH0017.1,A,1,1,1
C27,A,A.s,EH0017,2,EH0017.2,A,1,1,1
C27,A,A.s,EH0017,3,EH0017.3,A,1,1,1
C27,A,A.s,EH0017,4,EH0017.4,A,1,1,1
C27,A,A.s,EH0017,5,EH0017.5,D,0,0,10
C27,A,A.s,EH0017,6,EH0017.6,A,1,1,10
C27,A,A.s,EH0017,7,EH0017.7,A,1,1,10
C27,A,A.s,EH0017,8,EH0017.8,A,1,1,10
C27,A,A.s,EH0017,9,EH0017.9,A,1,1,16
C27,A,A.s,EH0017,10,EH0017.10,A,1,1,16
C27,A,A.s,EH0017,11,EH0017.11,A,1,1,16
C27,A,A.s,EH0017,12,EH0017.12,A,1,1,16
C27,A,A.s,EH0017,13,EH0017.13,A,1,1,17
C27,A,A.s,EH0017,14,EH0017.14,A,1,1,17
C27,A,A.s,EH0017,15,EH0017.15,?,NA,0,17
C27,A,A.s,EH0017,16,EH0017.16,A,1,1,17
C27,A,A.s,EH0017,17,EH0017.17,A,1,1,20
C27,A,A.s,EH0017,18,EH0017.18,A,1,1,20
C27,A,A.s,EH0017,19,EH0017.19,A,1,1,20
C27,A,A.s,EH0017,20,EH0017.20,NA,NA,0,20
C27,A,A.s,EH0017,21,EH0017.21,A,1,1,21
C27,A,A.s,EH0017,22,EH0017.22,A,1,1,21
C27,A,A.s,EH0017,23,EH0017.23,A,1,1,21
C27,A,A.s,EH0017,24,EH0017.24,A,1,1,21
C27,A,A.s,EH0017,25,EH0017.25,A,1,1,23
C27,A,A.s,EH0017,26,EH0017.26,A,1,1,23
C27,A,A.s,EH0017,27,EH0017.27,A,1,1,23
C27,A,A.s,EH0017,28,EH0017.28,A,1,1,23
C27,A,A.s,EH0017,29,EH0017.29,NA,NA,0,24
C27,A,A.s,EH0017,30,EH0017.30,NA,NA,0,24
C27,A,A.s,EH0017,31,EH0017.31,NA,NA,0,24
C27,A,A.s,EH0017,32,EH0017.32,A,1,1,24
C27,A,A.s,EH0019,1,EH0019.1,A,1,1,2
C27,A,A.s,EH0019,2,EH0019.2,A,1,1,2
C27,A,A.s,EH0019,3,EH0019.3,A,1,1,2
C27,A,A.s,EH0019,4,EH0019.4,A,1,1,2
C27,A,A.s,EH0019,5,EH0019.5,A,1,1,8
C27,A,A.s,EH0019,6,EH0019.6,A,1,1,8
C27,A,A.s,EH0019,7,EH0019.7,A,1,1,8
C27,A,A.s,EH0019,8,EH0019.8,DEAD,0,0,8
C27,A,A.s,EH0019,9,EH0019.9,?,NA,0,8
C27,A,A.s,EH0019,10,EH0019.10,?,NA,0,8
C27,A,A.s,EH0019,11,EH0019.11,NA,NA,0,8
C27,A,A.s,EH0019,12,EH0019.12,NA,NA,0,8
C27,A,A.s,EH0019,13,EH0019.13,A,1,1,19
C27,A,A.s,EH0019,14,EH0019.14,NA,NA,0,19
C27,A,A.s,EH0019,15,EH0019.15,D,0,0,19
C27,A,A.s,EH0019,16,EH0019.16,A,1,1,19
C27,A,A.s,EH0019,17,EH0019.17,NA,NA,0,27
C27,A,A.s,EH0019,18,EH0019.18,A,1,1,27
C27,A,A.s,EH0019,19,EH0019.19,D,0,0,27
C27,A,A.s,EH0019,20,EH0019.20,A,1,1,27
C27,A,A.s,EH0019,21,EH0019.21,A,1,1,31
C27,A,A.s,EH0019,22,EH0019.22,A,1,1,31
C27,A,A.s,EH0019,23,EH0019.23,A,1,1,31
C27,A,A.s,EH0019,24,EH0019.24,A,1,1,31
C27,A,A.s,EH0019,25,EH0019.25,A,1,1,34
C27,A,A.s,EH0019,26,EH0019.26,A,1,1,34
C27,A,A.s,EH0019,27,EH0019.27,A,1,1,34
C27,A,A.s,EH0019,28,EH0019.28,?,NA,0,34
C27,A,A.s,EH0019,29,EH0019.29,NA,NA,0,38
C27,A,A.s,EH0019,30,EH0019.30,NA,NA,0,38
C27,A,A.s,EH0019,31,EH0019.31,A,1,1,38
C27,A,A.s,EH0019,32,EH0019.32,DEAD,0,0,38
C27,A,A.s,EH0020,1,EH0020.1,A,1,1,3
C27,A,A.s,EH0020,2,EH0020.2,A,1,1,3
C27,A,A.s,EH0020,3,EH0020.3,A,1,1,3
C27,A,A.s,EH0020,4,EH0020.4,A,1,1,3
C27,A,A.s,EH0020,5,EH0020.5,A,1,1,8
C27,A,A.s,EH0020,6,EH0020.6,A,1,1,8
C27,A,A.s,EH0020,7,EH0020.7,A,1,1,8
C27,A,A.s,EH0020,8,EH0020.8,A,1,1,8
C27,A,A.s,EH0020,9,EH0020.9,DEAD,0,0,21
C27,A,A.s,EH0020,10,EH0020.10,DEAD,0,0,21
C27,A,A.s,EH0020,11,EH0020.11,D,0,0,21
C27,A,A.s,EH0020,12,EH0020.12,A,1,1,21
C27,A,A.s,EH0020,13,EH0020.13,A,1,1,22
C27,A,A.s,EH0020,14,EH0020.14,A,1,1,22
C27,A,A.s,EH0020,15,EH0020.15,NA,NA,0,22
C27,A,A.s,EH0020,16,EH0020.16,A,1,1,22
C27,A,A.s,EH0020,17,EH0020.17,A,1,1,24
C27,A,A.s,EH0020,18,EH0020.18,A,1,1,24
C27,A,A.s,EH0020,19,EH0020.19,A,1,1,24
C27,A,A.s,EH0020,20,EH0020.20,A,1,1,24
C27,A,A.s,EH0020,21,EH0020.21,A,1,1,33
C27,A,A.s,EH0020,22,EH0020.22,A,1,1,33
C27,A,A.s,EH0020,23,EH0020.23,A,1,1,33
C27,A,A.s,EH0020,24,EH0020.24,A,1,1,33
C27,A,A.s,EH0020,25,EH0020.25,A,1,1,34
C27,A,A.s,EH0020,26,EH0020.26,A,1,1,34
C27,A,A.s,EH0020,27,EH0020.27,A,1,1,34
C27,A,A.s,EH0020,28,EH0020.28,A,1,1,34
C27,A,A.s,EH0020,29,EH0020.29,A,1,1,40
C27,A,A.s,EH0020,30,EH0020.30,A,1,1,40
C27,A,A.s,EH0020,31,EH0020.31,A,1,1,40
C27,A,A.s,EH0020,32,EH0020.32,A,1,1,40
C27,A,A.s,EH0024,1,EH0024.1,A,1,1,5
C27,A,A.s,EH0024,2,EH0024.2,A,1,1,5
C27,A,A.s,EH0024,3,EH0024.3,A,1,1,5
C27,A,A.s,EH0024,4,EH0024.4,A,1,1,5
C27,A,A.s,EH0024,5,EH0024.5,NA,NA,0,10
C27,A,A.s,EH0024,6,EH0024.6,A,1,1,10
C27,A,A.s,EH0024,7,EH0024.7,A,1,1,10
C27,A,A.s,EH0024,8,EH0024.8,A,1,1,10
C27,A,A.s,EH0024,9,EH0024.9,A,1,1,14
C27,A,A.s,EH0024,10,EH0024.10,NA,NA,0,14
C27,A,A.s,EH0024,11,EH0024.11,D,0,0,14
C27,A,A.s,EH0024,12,EH0024.12,?,NA,0,14
C27,A,A.s,EH0024,13,EH0024.13,A,1,1,17
C27,A,A.s,EH0024,14,EH0024.14,A,1,1,17
C27,A,A.s,EH0024,15,EH0024.15,A,1,1,17
C27,A,A.s,EH0024,16,EH0024.16,A,1,1,17
C27,A,A.s,EH0024,17,EH0024.17,A,1,1,32
C27,A,A.s,EH0024,18,EH0024.18,A,1,1,32
C27,A,A.s,EH0024,19,EH0024.19,A,1,1,32
C27,A,A.s,EH0024,20,EH0024.20,NA,NA,0,32
C27,A,A.s,EH0024,21,EH0024.21,A,1,1,34
C27,A,A.s,EH0024,22,EH0024.22,A,1,1,34
C27,A,A.s,EH0024,23,EH0024.23,NA,NA,0,34
C27,A,A.s,EH0024,24,EH0024.24,NA,NA,0,34
C27,A,A.s,EH0024,25,EH0024.25,A,1,1,39
C27,A,A.s,EH0024,26,EH0024.26,A,1,1,39
C27,A,A.s,EH0024,27,EH0024.27,A,1,1,39
C27,A,A.s,EH0024,28,EH0024.28,A,1,1,39
C27,A,A.s,EH0024,29,EH0024.29,A,1,1,43
C27,A,A.s,EH0024,30,EH0024.30,A,1,1,43
C27,A,A.s,EH0024,31,EH0024.31,NA,NA,0,43
C27,A,A.s,EH0024,32,EH0024.32,A,1,1,43
C27,A,A.s,EH0026,1,EH0026.1,A,1,1,1
C27,A,A.s,EH0026,2,EH0026.2,A,1,1,1
C27,A,A.s,EH0026,3,EH0026.3,A,1,1,1
C27,A,A.s,EH0026,4,EH0026.4,A,1,1,1
C27,A,A.s,EH0026,5,EH0026.5,A,1,1,12
C27,A,A.s,EH0026,6,EH0026.6,A,1,1,12
C27,A,A.s,EH0026,7,EH0026.7,A,1,1,12
C27,A,A.s,EH0026,8,EH0026.8,A,1,1,12
C27,A,A.s,EH0026,9,EH0026.9,A,1,1,14
C27,A,A.s,EH0026,10,EH0026.10,NA,NA,0,14
C27,A,A.s,EH0026,11,EH0026.11,NA,NA,0,14
C27,A,A.s,EH0026,12,EH0026.12,A,1,1,14
C27,A,A.s,EH0026,13,EH0026.13,NA,NA,0,15
C27,A,A.s,EH0026,14,EH0026.14,D,0,0,15
C27,A,A.s,EH0026,15,EH0026.15,A,1,1,15
C27,A,A.s,EH0026,16,EH0026.16,A,1,1,15
C27,A,A.s,EH0026,17,EH0026.17,A,1,1,16
C27,A,A.s,EH0026,18,EH0026.18,A,1,1,16
C27,A,A.s,EH0026,19,EH0026.19,A,1,1,16
C27,A,A.s,EH0026,20,EH0026.20,A,1,1,16
C27,A,A.s,EH0026,21,EH0026.21,A,1,1,26
C27,A,A.s,EH0026,22,EH0026.22,A,1,1,26
C27,A,A.s,EH0026,23,EH0026.23,A,1,1,26
C27,A,A.s,EH0026,24,EH0026.24,A,1,1,26
C27,A,A.s,EH0026,25,EH0026.25,NA,NA,0,27
C27,A,A.s,EH0026,26,EH0026.26,A,1,1,27
C27,A,A.s,EH0026,27,EH0026.27,?,NA,0,27
C27,A,A.s,EH0026,28,EH0026.28,A,1,1,27
C27,A,A.s,EH0026,29,EH0026.29,A,1,1,37
C27,A,A.s,EH0026,30,EH0026.30,A,1,1,37
C27,A,A.s,EH0026,31,EH0026.31,A,1,1,37
C27,A,A.s,EH0026,32,EH0026.32,NA,NA,0,37
C27,A,A.s,EH0029,1,EH0029.1,NA,NA,0,2
C27,A,A.s,EH0029,2,EH0029.2,A,1,1,2
C27,A,A.s,EH0029,3,EH0029.3,A,1,1,2
C27,A,A.s,EH0029,4,EH0029.4,?,NA,0,2
C27,A,A.s,EH0029,5,EH0029.5,A,1,1,7
C27,A,A.s,EH0029,6,EH0029.6,NA,NA,0,7
C27,A,A.s,EH0029,7,EH0029.7,A,1,1,7
C27,A,A.s,EH0029,8,EH0029.8,NA,NA,0,7
C27,A,A.s,EH0029,9,EH0029.9,A,1,1,8
C27,A,A.s,EH0029,10,EH0029.10,A,1,1,8
C27,A,A.s,EH0029,11,EH0029.11,A,1,1,8
C27,A,A.s,EH0029,12,EH0029.12,A,1,1,8
C27,A,A.s,EH0029,13,EH0029.13,NA,NA,0,11
C27,A,A.s,EH0029,14,EH0029.14,A,1,1,11
C27,A,A.s,EH0029,15,EH0029.15,A,1,1,11
C27,A,A.s,EH0029,16,EH0029.16,A,1,1,11
C27,A,A.s,EH0029,17,EH0029.17,A,1,1,30
C27,A,A.s,EH0029,18,EH0029.18,A,1,1,30
C27,A,A.s,EH0029,19,EH0029.19,A,1,1,30
C27,A,A.s,EH0029,20,EH0029.20,A,1,1,30
C27,A,A.s,EH0029,21,EH0029.21,A,1,1,32
C27,A,A.s,EH0029,22,EH0029.22,NA,NA,0,32
C27,A,A.s,EH0029,23,EH0029.23,NA,NA,0,32
C27,A,A.s,EH0029,24,EH0029.24,NA,NA,0,32
C27,A,A.s,EH0029,25,EH0029.25,NA,NA,0,36
C27,A,A.s,EH0029,26,EH0029.26,NA,NA,0,36
C27,A,A.s,EH0029,27,EH0029.27,A,1,1,36
C27,A,A.s,EH0029,28,EH0029.28,A,1,1,36
C27,A,A.s,EH0029,29,EH0029.29,NA,NA,0,41
C27,A,A.s,EH0029,30,EH0029.30,D,0,0,41
C27,A,A.s,EH0029,31,EH0029.31,A,1,1,41
C27,A,A.s,EH0029,32,EH0029.32,A,1,1,41
C86,A,A.s,EH0053,1,EH0053.1,DEAD,0,0,3
